County,Cases,Percentage,Published_date,Source,3
Roscommon,385,1.2,,https://www.gov.ie/en/press-release/cf531-statement-from-the-national-public-health-emergency-team-sunday-20-september/,+1
Sligo,165,0.5,,https://www.gov.ie/en/press-release/cf531-statement-from-the-national-public-health-emergency-team-sunday-20-september/,No change
Tipperary,757,2.3,,https://www.gov.ie/en/press-release/cf531-statement-from-the-national-public-health-emergency-team-sunday-20-september/,+2
Waterford,308,0.9,,https://www.gov.ie/en/press-release/cf531-statement-from-the-national-public-health-emergency-team-sunday-20-september/,+6
Westmeath,737,2.3,,https://www.gov.ie/en/press-release/cf531-statement-from-the-national-public-health-emergency-team-sunday-20-september/,+1
Wexford,359,1.1,,https://www.gov.ie/en/press-release/cf531-statement-from-the-national-public-health-emergency-team-sunday-20-september/,+1
Wicklow,855,2.6,,https://www.gov.ie/en/press-release/cf531-statement-from-the-national-public-health-emergency-team-sunday-20-september/,+6
Carlow,272,0.8,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,No change
Cavan,912,2.8,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,No change
Clare,519,1.6,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+9
Cork,1726,5.3,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+14
Donegal,642,2,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+13
Dublin,15239,47.2,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+115
Galway,593,1.8,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+15
Kerry,366,1.1,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+4
Kildare,2434,7.5,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+22
Kilkenny,434,1.3,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,No change
Laois,429,1.3,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+1
Leitrim,111,0.3,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,-1
Limerick,895,2.8,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+3
Longford,323,1,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,No change
Louth,959,3,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+10
Mayo,623,1.9,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+9
Meath,966,3,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+1
Monaghan,591,1.8,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,No change
Offaly,681,2.1,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+3
Roscommon,384,1.2,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+1
Sligo,165,0.5,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+3
Tipperary,755,2.3,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+6
Waterford,302,0.9,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+8
Westmeath,736,2.3,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,No change
Wexford,358,1.1,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+3
Wicklow,849,2.6,,https://www.gov.ie/en/press-release/28fd9-statement-from-the-national-public-health-emergency-team-saturday-19-september/,+7
Carlow,272,0.9,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+1
Cavan,912,2.9,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+2
Clare,510,1.6,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+2
Cork,1712,5.4,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+8
Donegal,629,2,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+16
Dublin,15124,47.2,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+116
Galway,578,1.8,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+4
Kerry,362,1.1,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,No change
Kildare,2412,7.5,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+17
Kilkenny,434,1.4,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+1
Laois,428,1.3,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+5
Leitrim,112,0.4,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,No change
Limerick,892,2.8,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+10
Longford,323,1,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+1
Louth,949,3,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+5
Mayo,614,1.9,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,No change
Meath,965,3,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+3
Monaghan,591,1.9,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+1
Offaly,678,2.1,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+3
Roscommon,383,1.2,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,No change
Sligo,162,0.5,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,No change
Tipperary,749,2.3,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+1
Waterford,294,0.9,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+14
Westmeath,736,2.3,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+1
Wexford,355,1.1,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+5
Wicklow,842,2.6,,https://www.gov.ie/en/press-release/f68ac-statement-from-the-national-public-health-emergency-team-friday-18-september/,+19
Carlow,271,0.9,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+8
Cavan,910,2.9,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,No change
Clare,508,1.6,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+3
Cork,1704,5.4,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+7
Donegal,613,1.9,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+20
Dublin,15008,47.2,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+125
Galway,574,1.8,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+6
Kerry,362,1.1,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+5
Kildare,2395,7.6,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,No change
Kilkenny,433,1.4,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,No change
Laois,423,1.3,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+3
Leitrim,112,0.4,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+2
Limerick,882,2.8,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+3
Longford,322,1,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+1
Louth,944,3,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+13
Mayo,614,1.9,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+3
Meath,962,3.1,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,-1
Monaghan,590,1.9,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+2
Offaly,675,2.1,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+2
Roscommon,383,1.2,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+2
Sligo,162,0.5,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,No change
Tipperary,748,2.4,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,No change
Waterford,280,0.9,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+9
Westmeath,735,2.3,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+4
Wexford,350,1.1,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+4
Wicklow,823,2.6,,https://www.gov.ie/en/press-release/c8b29-statement-from-the-national-public-health-emergency-team-thursday-17-september/,+11
Carlow,263,0.8,,https://www.gov.ie/en/press-release/a57e2-statement-from-the-national-public-health-emergency-team-wednesday-16-september/,+4
Cavan,910,2.9,,https://www.gov.ie/en/press-release/a57e2-statement-from-the-national-public-health-emergency-team-wednesday-16-september/,+5
Clare,505,1.6,,https://www.gov.ie/en/press-release/a57e2-statement-from-the-national-public-health-emergency-team-wednesday-16-september/,+2
Cork,1697,5.4,,https://www.gov.ie/en/press-release/a57e2-statement-from-the-national-public-health-emergency-team-wednesday-16-september/,+9
Donegal,593,1.9,,https://www.gov.ie/en/press-release/a57e2-statement-from-the-national-public-health-emergency-team-wednesday-16-september/,+2
Dublin,14883,47,,https://www.gov.ie/en/press-release/a57e2-statement-from-the-national-public-health-emergency-team-wednesday-16-september/,+218
Galway,568,1.8,,https://www.gov.ie/en/press-release/a57e2-statement-from-the-national-public-health-emergency-team-wednesday-16-september/,+4
Kerry,357,1.1,,https://www.gov.ie/en/press-release/a57e2-statement-from-the-national-public-health-emergency-team-wednesday-16-september/,+8
